,event,date,person,quote,Positive?,Negative?,Team?,Individual?
126,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"Yeah, I'll answer your second question first. Definitely. This is generational class. I feel like this class is just so different. I know this class is different. I feel like the viewership is peaking. Women's basketball is on an uproar. Everybody is tuning in. We averaged better than the men this year. Not to say we're in competition, but that just says a lot. I'm grateful to be a part of this draft class. I feel like we're just trending in the right direction.",1.0,,1.0,
127,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"Probably the pace of the game. I feel like high school to college, it was a different pace, so I feel like it's probably going to be that same thing in the league, going up against the world's best players. I feel like that's going to be pretty tough. But I'm excited for the challenge.",1.0,,,1.0
128,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"Yeah, to be in the conversation with those greats is so crazy and mind blowing to me. I'm just grateful to have Candace come to our games sometimes, have Tamika Catchings, have Jordan Horston in my ear, and they continue to support me. Jordan texted me how much she was proud of me, texted me a little bit about the process. Tamika and I speak every now and then. She's just always pouring into me. I just call her my big sister. Just to have that contact with a Tamika Catchings, it's like, whoa.",1.0,,,1.0
129,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"She doesn't even know it, but when she came to our practice and she was acting like she knew me, you don't even know but I was over here like, girl, you're Tamika Catchings. That was pretty cool to experience, though.",1.0,,1.0,
130,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"I would give her advice of just be true to who you are. Problems are going to come, challenges are going to come, but the way that you handle it is what builds character. I feel like there's always a light at the end of the tunnel and just continue to just push, push, push. If she plays basketball, I would say repetition is everything. Get the fundamentals down, just work on the little things before -- this generation is a little more flashy, but the fundamentals are everything.",1.0,,,1.0
131,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"Yeah, growing up I didn't like basketball at all. I just wanted to do girly stuff. I just wanted to be a ballerina and cheerleader. I didn't watch basketball growing up. But once I picked up a ball and I started to see how serious this could go, I really started tuning in a lot. I watched every WNBA basketball game. Even if I can't, I record it and then I'd go back and watch it. I don't look at the score because I like to feel like it's still live. I like that excitement.",1.0,,,1.0
132,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"Just L.A. as a whole, I know they weren't where they wanted to be. Championships, everyone wants a championship. I feel like I'm just excited to be a part of this journey. I feel like we're going to be really good, just looking at the roster itself. I'm just excited. I've watched them play, so I'm kind of familiar of how they like to play, their style of play.",1.0,,1.0,
133,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"So that's pretty cool, and I feel like I'm going to fit in really well.",1.0,,,1.0
134,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"Yes, I'm so excited to play with Zia. It's so full circle. We grew up knowing each other. We played AAU together. We live like an hour away from each other, but that's my best friend, so we're still really close.",1.0,,1.0,
135,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,But I feel like basketball is just always bringing us back together in the craziest ways. We took our four visits together coming out of high school. I'm so excited to play with my girl. I feel like this is just going to reconnect us on that deep level again.,1.0,,1.0,
136,2024 - WNBA DRAFT,15-Apr,RICKEA JACKSON,"Yeah, I'm honored, honestly, that she said something like that about Cam and I. I truly believe that, as well. I feel like what Cam and I bring is just foundational, like you said. I feel like we're willing to put in the work. We're willing to do whatever as rookies. So I feel like that's pretty, pretty good, and I'm just excited to get started.",1.0,,1.0,
137,2024 - WNBA DRAFT,15-Apr,DYAISHA FAIR,"It played a big role, knowing that we have a few athletes that have already came out of there, and to be one of them means a lot.",1.0,,,1.0
138,2024 - WNBA DRAFT,15-Apr,DYAISHA FAIR,"That's a really good question. I think I want to say that no matter what anyone says or anyone may think, and specifically regarding my height, I'm here, and watch me work.",1.0,,,1.0
139,2024 - WNBA DRAFT,15-Apr,DYAISHA FAIR,"To know that I'm going to such a special team with quite a few veterans means a lot. It's something like a perfect situation, I'm coming in to learn, and there's a lot to learn from, and like I said, there are a few vets on this squad. So to be able to walk into this situation is kind of perfect for me.",1.0,,1.0,
140,2024 - WNBA DRAFT,15-Apr,DYAISHA FAIR,"The first thing I would say to them is don't allow anyone to dim your light, no matter your size. I've dealt with that all the way up until today, tonight. Other than that, I would say that no matter what happens, if you want to achieve something, you can do that.",1.0,,,1.0
141,2024 - WNBA DRAFT,15-Apr,DYAISHA FAIR,"I want to learn from the vets as much as possible. I want to add a little bit of everything to my game. I want it to expand. I also want my IQ for the game to expand, as well.",1.0,,,1.0
142,2024 - WNBA DRAFT,15-Apr,DYAISHA FAIR,"Yes, I can score the ball, but what else are you able to do? I think that with those guards over there, they're going to do a wonderful job of helping me.",1.0,,1.0,
143,2024 - WNBA DRAFT,15-Apr,DYAISHA FAIR,"I'm very excited. I think that it's a full-circle moment for me. I was nominated for that Becky Hammon point guard award, I believe, three seasons in a row when I was at Buffalo. For me to have not received it and to be drafted by her when the time was right has been a full-circle moment, so I'm ready, and I'm ready to go.",1.0,,,1.0
144,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Good evening, everyone. It's great to see you all here. Welcome to the 2024 WNBA Draft presented by State Farm. This honestly is one of, I think, my favorite days of the year. We're thrilled to be at the famed Brooklyn Academy of Music for the first time.",1.0,,,1.0
145,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"You all may have noticed the fans coming in tonight, and I know some of you got held up. We apologize. But this is the first time the draft has had fans in attendance since 2016. Tickets sold out in under 30 minutes, and that was before the players declared for this draft. Just another illustration of the passion and excitement surrounding the WNBA right now.",1.0,,1.0,
146,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"The next chapter in each player's basketball journey starts tonight. I have the ultimate honor of calling their names and seeing the excitement from them, their families, their friends and team representatives as they take the first step of their professional careers.",1.0,,1.0,
147,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"This is just one ""Welcome to the W"" moment for this class. I spent time with them last night and earlier today at the Empire State Building, which will once again brighten up the skyline with WNBA orange tonight. This is a great group of young women. I also spent some time with their parents last night and today and with their families. I'm so excited to see what they will all bring to this league.",1.0,,1.0,
148,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Speaking of the 2024 draft class, I would be remiss not to mention the incredible excitement and energy for women's basketball that this group has helped build. Just last week, many of those here with us played in front of the largest broadcast audience in history The national championship peaked at 24 million viewers and was ESPN platforms most-viewed college basketball game, men's or women's, on record. Incredible.",1.0,,1.0,
149,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,It's so clear that this draft class is entering the WNBA at an incredible time. We are witnessing a transformational moment in sports that we may not experience for generations. The business transformation -- I know you guys love when I talk about it -- that we've been working so hard at is showing results. Support for the WNBA is continuing to grow. Look at this room. Our sport has never been stronger on the court.,1.0,,1.0,
150,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"We are ready for this moment. We're coming off a record-breaking season that saw the WNBA reach milestones in viewership, fan engagement, attendance, social media and digital engagement on the WNBA app and website. For the second year in a row, we'll be hosting a preseason game in Canada. This year, the L.A. Sparks and the Seattle Storm will face off at Rogers Place in downtown Edmonton, Alberta, on May 5. We air games in over 200 countries and territories. Games like our Canada game show how the league is continuing to expand its global footprint.",1.0,,1.0,
151,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"This season in July we'll return to Phoenix for the 2024 WNBA All-Star Game, with the three-time WNBA champion Mercury hosting it for the third time. An even bigger and better WNBA Live fan experience will be back for a third straight year. We're excited for you all to see what we have in store at this year's All-Star Game festivities.",1.0,,1.0,
152,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"Each year we are seeing more and more brands eager to partner with us. Our partners have shown that they have stepped up for the WNBA, and we are extremely thankful and fortunate to work with brands that are so excited to be a part of moving the league forward. We were just on stage with the State Farm executives who are here in full force as our presenting partner tonight.",1.0,,1.0,
